2.60E-05
2.60E-03
0.04
2.00E-01
5.00E-03
8.00E-03
8.00E-01
4.00E-01
2.57E-04
1.00E+01
2.00E-02
1.00E-01
2.00E-02
1.00E-01
2.00E-02
1.00E-01
1.00E-03
2.00E-01
3.00E-03
1.00E-03
2.00E-01
3.00E-03
2.00E-07
2.00E-01
5.00E-03
5.00E-03
5.00E-03
1.00E-03
2.00E-01
5.00E-03
5.00E-02
5.00E-02
1.00E-02
400
0.001
0.01
0.02
0.1
0.0005
0.0005
0.0005
0.01
400
0.001
0.0005
0.01
0.01
0.5
1.04
1.29
1.00E-02
4.00E+02
1.00E-03
5.00E-04
1.00E-02
1000
9.09
12
100
50
60
