Row,SUM
Structure 1,0.0099009900990099
Structure 2,0
Structure 3,0.0396039603960396
Structure 4,0.0396039603960396
Structure 5,0.099009900990099
Structure 6,0.0396039603960396
Structure 7,0.445544554455446
Structure 8,0.326732673267327
