0.48273,0.40875,0.36849,0.3532,0.35695,0.36377
0.39259,0.28255,0.23277,0.2143,0.21201,0.21229
0.18348,0.19227,0.17885,0.17676,0.17602,0.17505
0.12579,0.10086,0.11053,0.1479,0.3073,0.18252
0.11113,0.076683,0.070216,0.067326,0.067542,0.07011
0.41754,0.34434,0.32581,0.30559,0.28722,0.27918
0.19089,0.14745,0.14355,0.13396,0.13171,0.13938
0.37771,0.49773,0.5501,0.53233,0.4907,0.46569
0.32882,0.35324,0.29671,0.24671,0.22376,0.24827
0.077429,0.14847,0.21451,0.32903,0.38685,0.39863
0.12769,0.12871,0.12847,0.13107,0.14607,0.15649
0.17674,0.15672,0.14484,0.13876,0.13505,0.13332
0.091826,0.052162,0.047264,0.042559,0.038073,0.036291
0.20913,0.26946,0.32352,0.31301,0.29541,0.28893
0.32298,0.29905,0.31331,0.31864,0.37112,0.41847
0.39036,0.39723,0.38259,0.3641,0.35084,0.34652
0.36245,0.45238,0.44869,0.43169,0.40894,0.3976
0.040568,0.14748,0.25298,0.31258,0.34014,0.34267
0.22702,0.46677,0.5003,0.4855,0.44915,0.43607
0.1719,0.20882,0.24705,0.27456,0.28003,0.27614
0.021762,0.15794,0.27536,0.3159,0.29315,0.28762
0.29919,0.21669,0.20991,0.20952,0.2088,0.20811
0.46286,0.43723,0.43184,0.35839,0.1573,0.18795
0.26564,0.35704,0.33679,0.28748,0.24806,0.23344
0.23857,0.20556,0.20838,0.21194,0.21152,0.30987
0.24729,0.27939,0.32706,0.3582,0.36758,0.37023
0.19185,0.24041,0.28673,0.32116,0.3308,0.32847
0.16784,0.15237,0.14294,0.14994,0.16709,0.17573
0.1905,0.13859,0.12735,0.13157,0.135,0.13891
0.34442,0.27685,0.30742,0.3533,0.40305,0.43016
0.28476,0.39095,0.34937,0.2988,0.24984,0.225
0.18943,0.16615,0.15462,0.14935,0.22895,0.29565
0.097864,0.10486,0.10947,0.095977,0.094288,0.11545
0.22927,0.35138,0.36746,0.36779,0.36506,0.36587
0.087284,0.24047,0.30019,0.306,0.27881,0.26207
0.14466,0.24927,0.25177,0.20367,0.17574,0.16059
0.094001,0.097477,0.11443,0.1072,0.095241,0.096436
0.11569,0.10357,0.084691,0.077539,0.079201,0.079357
0.24353,0.35706,0.27279,0.19032,0.1321,0.10924
0.099869,0.2289,0.24492,0.22778,0.21791,0.22651
0.1146,0.17981,0.21808,0.23436,0.2355,0.22211
0.045646,0.069688,0.097355,0.091709,0.063871,0.065783
0.062109,0.11725,0.12439,0.11944,0.12006,0.12078
0.18512,0.18735,0.26078,0.22099,0.18893,0.17502
0.11604,0.11154,0.1138,0.10965,0.11838,0.15272
0.18516,0.14973,0.12832,0.11864,0.11022,0.10301
0.084381,0.11332,0.12882,0.10125,0.07835,0.075232
0.40157,0.46809,0.51638,0.51986,0.5198,0.52068
0.46317,0.38142,0.34618,0.33901,0.34196,0.34707
0.11172,0.094301,0.095887,0.10284,0.094803,0.086785
0.79674,0.78545,0.78666,0.78401,0.77327,0.76893
0.29629,0.10903,0.093403,0.138,0.15934,0.16478
0.06151,0.070506,0.071133,0.071142,0.074053,0.07722
0.17812,0.068684,0.054288,0.069672,0.062216,0.058237
0.25572,0.27398,0.22806,0.19021,0.17679,0.18511
0.12689,0.14684,0.15068,0.11194,0.049072,0.044601
0.65623,0.59376,0.55178,0.54558,0.56882,0.58841
0.65394,0.75583,0.74243,0.70687,0.64193,0.59797
0.19228,0.67109,0.59893,0.5596,0.53884,0.53275
0.10175,0.10136,0.11737,0.11939,0.10396,0.098613
0.096593,0.084145,0.077154,0.069548,0.071489,0.12307
0.22255,0.15553,0.10501,0.066995,0.054873,0.056989
